time,weathercode,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,sunrise,sunset,shortwave_radiation_sum,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,et0_fao_evapotranspiration,latitude,longitude,elevation,country,city
2023-06-17,53,29.4,26.3,27.4,35.2,31.2,32.4,2023-06-17T00:25,2023-06-17T12:56,15.11,3.4,3.4,0.0,23.0,17.8,38.5,253,3.05,6.800003,79.899994,9.0,Sri Lanka,Moratuwa
2023-06-08,61,29.2,25.4,27.0,34.2,30.2,32.1,2023-06-08T00:24,2023-06-08T12:54,15.93,15.8,15.8,0.0,23.0,17.5,40.3,257,3.21,6.9000015,79.899994,10.0,Sri Lanka,Mount Lavinia
2023-06-09,63,29.4,25.9,27.3,34.7,29.9,32.1,2023-06-09T00:24,2023-06-09T12:54,17.78,9.5,9.5,0.0,23.0,19.1,40.0,247,3.56,6.9000015,79.899994,10.0,Sri Lanka,Mount Lavinia
2023-06-10,61,30.0,25.7,27.8,34.6,30.9,32.7,2023-06-10T00:24,2023-06-10T12:55,19.83,7.8,7.8,0.0,20.0,20.8,42.8,260,3.99,6.9000015,79.899994,10.0,Sri Lanka,Mount Lavinia
2023-06-11,63,29.1,25.7,27.4,35.1,31.2,32.9,2023-06-11T00:24,2023-06-11T12:55,15.93,8.4,8.4,0.0,21.0,14.0,39.2,258,3.2,6.9000015,79.899994,10.0,Sri Lanka,Mount Lavinia
2023-06-12,63,29.3,25.4,26.8,36.4,30.4,32.4,2023-06-12T00:24,2023-06-12T12:55,16.63,20.5,20.5,0.0,23.0,15.5,39.6,252,3.24,6.9000015,79.899994,10.0,Sri Lanka,Mount Lavinia
2023-06-13,63,29.3,24.9,26.9,35.1,29.6,32.0,2023-06-13T00:24,2023-06-13T12:55,17.28,18.1,18.1,0.0,24.0,16.2,43.6,257,3.43,6.9000015,79.899994,10.0,Sri Lanka,Mount Lavinia
2023-06-14,63,29.2,25.8,27.3,34.4,30.9,32.7,2023-06-14T00:25,2023-06-14T12:56,13.37,8.9,8.9,0.0,20.0,17.7,42.1,260,2.75,6.9000015,79.899994,10.0,Sri Lanka,Mount Lavinia
2023-06-15,53,29.8,26.4,27.8,36.8,32.0,33.6,2023-06-15T00:25,2023-06-15T12:56,15.49,3.9,3.9,0.0,17.0,13.2,34.2,250,3.12,6.9000015,79.899994,10.0,Sri Lanka,Mount Lavinia
2023-06-16,55,30.3,26.4,28.1,35.8,30.9,32.9,2023-06-16T00:25,2023-06-16T12:56,18.37,6.0,6.0,0.0,24.0,21.3,41.0,254,3.9,6.9000015,79.899994,10.0,Sri Lanka,Mount Lavinia
2023-06-17,53,29.5,26.3,27.4,35.3,31.1,32.4,2023-06-17T00:25,2023-06-17T12:56,15.11,3.4,3.4,0.0,23.0,17.8,38.5,253,3.04,6.9000015,79.899994,10.0,Sri Lanka,Mount Lavinia
2023-06-08,61,29.6,25.8,27.3,35.1,31.1,32.7,2023-06-08T00:23,2023-06-08T12:55,16.41,12.9,12.9,0.0,23.0,17.3,40.3,232,3.3,7.0999985,79.899994,5.0,Sri Lanka,Negombo
2023-06-09,63,29.7,26.0,27.4,35.3,30.4,32.5,2023-06-09T00:23,2023-06-09T12:55,18.11,7.3,7.3,0.0,16.0,19.6,39.6,225,3.57,7.0999985,79.899994,5.0,Sri Lanka,Negombo
2023-06-10,61,30.1,26.0,27.9,34.8,31.3,33.0,2023-06-10T00:24,2023-06-10T12:55,19.62,6.4,6.4,0.0,16.0,20.6,42.5,235,3.96,7.0999985,79.899994,5.0,Sri Lanka,Negombo
2023-06-11,61,29.3,26.0,27.6,35.4,31.6,33.1,2023-06-11T00:24,2023-06-11T12:56,14.88,4.9,4.9,0.0,18.0,13.6,37.8,226,3.08,7.0999985,79.899994,5.0,Sri Lanka,Negombo
2023-06-12,63,29.5,25.5,27.0,36.5,30.8,32.6,2023-06-12T00:24,2023-06-12T12:56,16.47,18.8,18.8,0.0,21.0,14.2,38.2,220,3.22,7.0999985,79.899994,5.0,Sri Lanka,Negombo
2023-06-13,63,29.9,25.4,27.1,35.9,30.6,32.5,2023-06-13T00:24,2023-06-13T12:56,17.2,17.0,17.0,0.0,23.0,15.6,43.6,229,3.44,7.0999985,79.899994,5.0,Sri Lanka,Negombo
2023-06-14,61,29.2,25.9,27.5,34.6,31.4,33.0,2023-06-14T00:24,2023-06-14T12:56,14.97,7.3,7.3,0.0,19.0,16.4,40.0,224,3.01,7.0999985,79.899994,5.0,Sri Lanka,Negombo
2023-06-15,51,29.8,26.5,28.0,36.4,32.6,33.8,2023-06-15T00:24,2023-06-15T12:57,15.89,3.2,3.2,0.0,17.0,12.6,32.4,218,3.23,7.0999985,79.899994,5.0,Sri Lanka,Negombo
2023-06-16,53,30.1,26.8,28.3,36.1,31.8,33.5,2023-06-16T00:25,2023-06-16T12:57,19.21,5.6,5.6,0.0,24.0,20.5,41.8,236,3.99,7.0999985,79.899994,5.0,Sri Lanka,Negombo
2023-06-17,51,29.7,26.4,27.6,35.7,31.6,32.8,2023-06-17T00:25,2023-06-17T12:57,14.8,5.0,5.0,0.0,23.0,16.3,37.8,231,3.03,7.0999985,79.899994,5.0,Sri Lanka,Negombo
2023-06-08,61,29.1,24.8,26.7,34.6,29.6,31.7,2023-06-08T00:23,2023-06-08T12:54,16.41,12.9,12.9,0.0,23.0,17.3,40.3,232,3.26,6.9000015,80.0,20.0,Sri Lanka,Oruwala
2023-06-09,63,29.5,25.0,26.8,34.8,29.6,31.5,2023-06-09T00:23,2023-06-09T12:54,18.11,7.3,7.3,0.0,16.0,19.6,39.6,225,3.54,6.9000015,80.0,20.0,Sri Lanka,Oruwala
2023-06-10,61,29.9,25.2,27.2,34.5,30.1,32.0,2023-06-10T00:23,2023-06-10T12:54,19.62,6.4,6.4,0.0,16.0,20.6,42.5,235,3.93,6.9000015,80.0,20.0,Sri Lanka,Oruwala
2023-06-11,61,28.8,25.2,26.9,35.1,30.4,32.2,2023-06-11T00:24,2023-06-11T12:55,14.88,4.9,4.9,0.0,18.0,13.6,37.8,226,2.99,6.9000015,80.0,20.0,Sri Lanka,Oruwala
2023-06-12,63,29.4,24.9,26.5,36.4,30.1,31.9,2023-06-12T00:24,2023-06-12T12:55,16.47,18.8,18.8,0.0,21.0,14.2,38.2,220,3.21,6.9000015,80.0,20.0,Sri Lanka,Oruwala
2023-06-13,63,29.2,24.7,26.6,35.4,29.2,31.6,2023-06-13T00:24,2023-06-13T12:55,17.2,17.0,17.0,0.0,23.0,15.6,43.6,229,3.41,6.9000015,80.0,20.0,Sri Lanka,Oruwala
2023-06-14,61,29.1,25.4,26.9,34.3,30.4,32.0,2023-06-14T00:24,2023-06-14T12:55,14.97,7.3,7.3,0.0,19.0,16.4,40.0,224,3.0,6.9000015,80.0,20.0,Sri Lanka,Oruwala
2023-06-15,51,29.8,25.5,27.3,36.6,30.7,32.7,2023-06-15T00:24,2023-06-15T12:56,15.89,3.2,3.2,0.0,17.0,12.6,32.4,218,3.21,6.9000015,80.0,20.0,Sri Lanka,Oruwala
2023-06-16,53,30.5,25.5,27.7,36.2,30.1,32.4,2023-06-16T00:25,2023-06-16T12:56,19.21,5.6,5.6,0.0,24.0,20.5,41.8,236,3.97,6.9000015,80.0,20.0,Sri Lanka,Oruwala
2023-06-17,51,29.6,25.2,26.9,35.9,30.1,32.0,2023-06-17T00:25,2023-06-17T12:56,14.8,5.0,5.0,0.0,23.0,16.3,37.8,231,2.95,6.9000015,80.0,20.0,Sri Lanka,Oruwala
2023-06-08,61,29.4,24.0,26.0,34.8,27.6,29.8,2023-06-08T00:21,2023-06-08T12:53,18.94,4.1,4.1,0.0,12.0,19.5,47.2,214,3.71,7.4000015,80.30002,125.0,Sri Lanka,Pothuhera
2023-06-09,61,29.3,24.1,25.8,33.6,27.5,29.3,2023-06-09T00:21,2023-06-09T12:54,19.18,4.0,4.0,0.0,11.0,23.3,47.9,212,3.75,7.4000015,80.30002,125.0,Sri Lanka,Pothuhera
2023-06-10,53,29.8,24.0,26.5,33.0,27.6,29.8,2023-06-10T00:21,2023-06-10T12:54,20.78,1.7,1.7,0.0,8.0,21.6,47.9,215,4.34,7.4000015,80.30002,125.0,Sri Lanka,Pothuhera
2023-06-11,51,28.6,24.6,26.1,33.3,27.9,29.9,2023-06-11T00:21,2023-06-11T12:54,16.17,2.7,2.7,0.0,13.0,18.5,43.6,210,3.33,7.4000015,80.30002,125.0,Sri Lanka,Pothuhera
2023-06-12,63,28.9,24.1,25.8,33.8,27.6,29.7,2023-06-12T00:22,2023-06-12T12:54,18.06,9.3,9.3,0.0,12.0,16.8,43.6,209,3.52,7.4000015,80.30002,125.0,Sri Lanka,Pothuhera
2023-06-13,61,29.4,24.1,25.7,34.6,27.3,29.3,2023-06-13T00:22,2023-06-13T12:55,18.3,7.0,7.0,0.0,14.0,18.9,49.3,212,3.64,7.4000015,80.30002,125.0,Sri Lanka,Pothuhera
2023-06-14,53,28.9,24.4,26.5,33.8,27.7,30.0,2023-06-14T00:22,2023-06-14T12:55,18.93,2.0,2.0,0.0,8.0,19.9,43.6,208,3.94,7.4000015,80.30002,125.0,Sri Lanka,Pothuhera
2023-06-15,51,29.5,24.7,26.7,34.6,28.0,30.5,2023-06-15T00:22,2023-06-15T12:55,18.24,1.9,1.9,0.0,9.0,17.2,40.7,207,3.9,7.4000015,80.30002,125.0,Sri Lanka,Pothuhera
2023-06-16,51,29.6,24.7,26.8,34.3,28.0,30.4,2023-06-16T00:22,2023-06-16T12:55,20.22,1.9,1.9,0.0,15.0,21.3,46.1,214,4.24,7.4000015,80.30002,125.0,Sri Lanka,Pothuhera
2023-06-17,53,29.3,24.1,25.9,33.1,27.5,29.4,2023-06-17T00:22,2023-06-17T12:56,14.99,5.5,5.5,0.0,19.0,20.0,43.9,216,3.21,7.4000015,80.30002,125.0,Sri Lanka,Pothuhera
2023-06-08,53,30.3,27.0,28.5,36.0,31.3,32.9,2023-06-08T00:22,2023-06-08T12:56,19.98,2.3,2.3,0.0,10.0,22.6,51.8,224,4.36,8.0,79.80002,0.0,Sri Lanka,Puttalam
2023-06-09,51,29.9,27.0,28.3,33.9,31.3,32.3,2023-06-09T00:22,2023-06-09T12:57,19.16,2.8,2.8,0.0,15.0,25.7,51.1,222,4.27,8.0,79.80002,0.0,Sri Lanka,Puttalam
2023-06-10,51,30.3,27.4,28.7,35.0,31.6,32.7,2023-06-10T00:22,2023-06-10T12:57,21.81,1.0,1.0,0.0,5.0,25.6,53.3,224,4.84,8.0,79.80002,0.0,Sri Lanka,Puttalam
2023-06-11,61,30.3,27.5,28.6,35.6,31.9,33.1,2023-06-11T00:22,2023-06-11T12:57,18.58,3.8,3.8,0.0,11.0,21.4,46.8,220,4.16,8.0,79.80002,0.0,Sri Lanka,Puttalam
2023-06-12,63,29.8,26.8,28.2,35.2,31.5,32.7,2023-06-12T00:22,2023-06-12T12:57,18.91,7.7,7.7,0.0,14.0,19.2,47.5,220,4.05,8.0,79.80002,0.0,Sri Lanka,Puttalam
2023-06-13,53,30.2,26.5,28.2,35.1,30.7,32.4,2023-06-13T00:23,2023-06-13T12:58,19.54,3.1,3.1,0.0,11.0,23.3,48.2,223,4.37,8.0,79.80002,0.0,Sri Lanka,Puttalam
2023-06-14,53,30.2,27.4,28.6,34.8,31.6,33.0,2023-06-14T00:23,2023-06-14T12:58,20.23,2.3,2.3,0.0,12.0,23.7,47.9,220,4.41,8.0,79.80002,0.0,Sri Lanka,Puttalam
2023-06-15,53,30.9,27.4,28.9,36.1,32.3,33.5,2023-06-15T00:23,2023-06-15T12:58,20.06,2.1,2.1,0.0,6.0,20.7,41.4,216,4.54,8.0,79.80002,0.0,Sri Lanka,Puttalam
2023-06-16,51,30.6,27.7,28.9,36.3,31.9,33.6,2023-06-16T00:23,2023-06-16T12:58,19.95,1.3,1.3,0.0,12.0,22.0,46.4,224,4.45,8.0,79.80002,0.0,Sri Lanka,Puttalam
2023-06-17,51,30.2,27.7,28.5,34.2,31.6,32.4,2023-06-17T00:23,2023-06-17T12:59,15.15,1.5,1.5,0.0,12.0,23.2,47.2,230,3.81,8.0,79.80002,0.0,Sri Lanka,Puttalam
2023-06-08,61,28.6,23.5,25.3,33.8,27.9,30.0,2023-06-08T00:22,2023-06-08T12:52,16.59,9.7,9.7,0.0,23.0,16.9,40.3,281,3.1,6.800003,80.30002,27.0,Sri Lanka,Ratnapura
2023-06-09,61,28.4,23.3,25.2,34.1,27.9,29.8,2023-06-09T00:22,2023-06-09T12:52,17.77,8.4,8.4,0.0,19.0,17.0,40.0,269,3.27,6.800003,80.30002,27.0,Sri Lanka,Ratnapura
2023-06-10,61,28.9,23.6,25.6,33.8,28.6,30.4,2023-06-10T00:22,2023-06-10T12:52,20.47,5.8,5.8,0.0,19.0,19.5,44.3,287,3.75,6.800003,80.30002,27.0,Sri Lanka,Ratnapura
2023-06-11,61,28.0,23.4,25.4,33.8,28.4,30.4,2023-06-11T00:22,2023-06-11T12:53,17.65,9.2,9.2,0.0,23.0,13.4,39.2,290,3.3,6.800003,80.30002,27.0,Sri Lanka,Ratnapura
2023-06-12,63,28.3,23.7,25.4,34.4,28.7,30.6,2023-06-12T00:23,2023-06-12T12:53,17.69,16.2,16.2,0.0,20.0,14.8,40.0,290,3.29,6.800003,80.30002,27.0,Sri Lanka,Ratnapura
2023-06-13,63,28.6,23.4,25.2,34.8,28.1,29.9,2023-06-13T00:23,2023-06-13T12:53,17.92,13.4,13.4,0.0,23.0,15.2,42.5,284,3.34,6.800003,80.30002,27.0,Sri Lanka,Ratnapura
2023-06-14,63,27.2,23.7,25.3,31.8,28.9,30.2,2023-06-14T00:23,2023-06-14T12:53,13.76,8.4,8.4,0.0,16.0,17.1,41.0,296,2.61,6.800003,80.30002,27.0,Sri Lanka,Ratnapura
2023-06-15,53,28.3,23.6,25.5,33.9,28.1,30.5,2023-06-15T00:23,2023-06-15T12:54,14.96,4.2,4.2,0.0,17.0,14.3,36.0,291,2.91,6.800003,80.30002,27.0,Sri Lanka,Ratnapura
2023-06-16,53,29.4,23.7,25.9,35.6,28.4,30.5,2023-06-16T00:23,2023-06-16T12:54,17.55,6.6,6.6,0.0,24.0,18.8,41.0,273,3.29,6.800003,80.30002,27.0,Sri Lanka,Ratnapura
2023-06-17,53,28.5,23.6,25.4,33.8,27.9,30.0,2023-06-17T00:23,2023-06-17T12:54,15.56,4.4,4.4,0.0,22.0,16.9,37.8,274,2.96,6.800003,80.30002,27.0,Sri Lanka,Ratnapura
2023-06-08,61,29.2,25.4,27.0,34.4,30.3,32.2,2023-06-08T00:24,2023-06-08T12:54,16.41,12.9,12.9,0.0,23.0,17.3,40.3,232,3.27,6.9000015,79.899994,7.0,Sri Lanka,Sri Jayewardenepura Kotte
2023-06-09,63,29.4,25.9,27.3,34.9,30.0,32.2,2023-06-09T00:24,2023-06-09T12:54,18.11,7.3,7.3,0.0,16.0,19.6,39.6,225,3.58,6.9000015,79.899994,7.0,Sri Lanka,Sri Jayewardenepura Kotte
2023-06-10,61,30.0,25.7,27.8,34.7,30.7,32.6,2023-06-10T00:24,2023-06-10T12:55,19.62,6.4,6.4,0.0,16.0,20.6,42.5,235,3.97,6.9000015,79.899994,7.0,Sri Lanka,Sri Jayewardenepura Kotte
2023-06-11,61,29.1,25.7,27.4,35.2,31.0,32.9,2023-06-11T00:24,2023-06-11T12:55,14.88,4.9,4.9,0.0,18.0,13.6,37.8,226,3.01,6.9000015,79.899994,7.0,Sri Lanka,Sri Jayewardenepura Kotte
2023-06-12,63,29.3,25.4,26.8,36.7,30.4,32.3,2023-06-12T00:24,2023-06-12T12:55,16.47,18.8,18.8,0.0,21.0,14.2,38.2,220,3.22,6.9000015,79.899994,7.0,Sri Lanka,Sri Jayewardenepura Kotte
2023-06-13,63,29.3,24.9,26.9,35.2,29.6,32.0,2023-06-13T00:24,2023-06-13T12:55,17.2,17.0,17.0,0.0,23.0,15.6,43.6,229,3.41,6.9000015,79.899994,7.0,Sri Lanka,Sri Jayewardenepura Kotte
2023-06-14,61,29.2,25.8,27.3,34.5,31.0,32.6,2023-06-14T00:25,2023-06-14T12:56,14.97,7.3,7.3,0.0,19.0,16.4,40.0,224,3.04,6.9000015,79.899994,7.0,Sri Lanka,Sri Jayewardenepura Kotte
2023-06-15,51,29.8,26.4,27.8,36.7,31.9,33.5,2023-06-15T00:25,2023-06-15T12:56,15.89,3.2,3.2,0.0,17.0,12.6,32.4,218,3.22,6.9000015,79.899994,7.0,Sri Lanka,Sri Jayewardenepura Kotte
2023-06-16,53,30.3,26.4,28.1,36.2,31.3,33.1,2023-06-16T00:25,2023-06-16T12:56,19.21,5.6,5.6,0.0,24.0,20.5,41.8,236,4.0,6.9000015,79.899994,7.0,Sri Lanka,Sri Jayewardenepura Kotte
2023-06-17,51,29.5,26.3,27.4,35.6,31.3,32.6,2023-06-17T00:25,2023-06-17T12:56,14.8,5.0,5.0,0.0,23.0,16.3,37.8,231,2.98,6.9000015,79.899994,7.0,Sri Lanka,Sri Jayewardenepura Kotte
2023-06-08,51,34.8,27.6,30.1,38.0,29.0,32.2,2023-06-08T00:15,2023-06-08T12:52,21.77,0.2,0.2,0.0,2.0,29.7,46.4,246,6.63,8.599998,81.20001,7.0,Sri Lanka,Trincomalee
2023-06-09,1,34.6,27.3,30.1,37.4,28.9,31.9,2023-06-09T00:15,2023-06-09T12:52,22.71,0.0,0.0,0.0,0.0,29.8,47.9,243,6.85,8.599998,81.20001,7.0,Sri Lanka,Trincomalee
2023-06-10,1,35.0,27.3,30.4,37.7,28.8,32.3,2023-06-10T00:16,2023-06-10T12:52,23.95,0.0,0.0,0.0,0.0,28.2,45.0,242,7.29,8.599998,81.20001,7.0,Sri Lanka,Trincomalee
2023-06-11,51,35.0,27.6,30.4,38.2,29.9,33.0,2023-06-11T00:16,2023-06-11T12:52,24.13,0.1,0.1,0.0,1.0,26.3,39.6,244,7.0,8.599998,81.20001,7.0,Sri Lanka,Trincomalee
2023-06-12,51,33.3,27.1,29.9,36.5,29.5,32.2,2023-06-12T00:16,2023-06-12T12:53,22.08,0.2,0.2,0.0,1.0,30.6,49.0,242,6.47,8.599998,81.20001,7.0,Sri Lanka,Trincomalee
2023-06-13,2,34.1,27.0,29.9,36.5,29.1,32.1,2023-06-13T00:16,2023-06-13T12:53,21.19,0.0,0.0,0.0,0.0,31.6,52.9,241,6.44,8.599998,81.20001,7.0,Sri Lanka,Trincomalee
2023-06-14,51,35.3,27.2,30.5,38.9,29.1,33.2,2023-06-14T00:16,2023-06-14T12:53,22.24,0.3,0.3,0.0,1.0,29.0,44.3,242,6.52,8.599998,81.20001,7.0,Sri Lanka,Trincomalee
2023-06-15,2,35.2,27.6,30.8,39.6,29.7,33.5,2023-06-15T00:16,2023-06-15T12:54,20.29,0.0,0.0,0.0,0.0,25.3,38.2,243,6.32,8.599998,81.20001,7.0,Sri Lanka,Trincomalee
2023-06-16,51,35.5,27.7,30.7,39.1,29.7,33.2,2023-06-16T00:17,2023-06-16T12:54,23.36,0.3,0.3,0.0,2.0,28.5,43.9,242,6.93,8.599998,81.20001,7.0,Sri Lanka,Trincomalee
2023-06-17,51,33.3,27.7,29.9,35.3,29.3,31.8,2023-06-17T00:17,2023-06-17T12:54,14.25,0.3,0.3,0.0,3.0,29.8,45.0,242,5.33,8.599998,81.20001,7.0,Sri Lanka,Trincomalee
2023-06-08,55,29.3,25.3,26.9,34.4,28.7,30.6,2023-06-08T00:23,2023-06-08T12:50,20.82,5.2,5.2,0.0,24.0,24.7,47.5,274,4.02,6.0,80.399994,5.0,Sri Lanka,Weligama
2023-06-09,53,29.1,25.3,26.8,33.7,28.9,30.3,2023-06-09T00:23,2023-06-09T12:51,20.51,4.9,4.9,0.0,22.0,25.7,47.2,267,3.85,6.0,80.399994,5.0,Sri Lanka,Weligama
2023-06-10,53,29.3,25.8,27.4,33.3,29.6,31.2,2023-06-10T00:23,2023-06-10T12:51,21.55,3.0,3.0,0.0,16.0,25.2,47.5,271,4.25,6.0,80.399994,5.0,Sri Lanka,Weligama
2023-06-11,53,28.8,26.4,27.3,34.3,30.3,31.5,2023-06-11T00:23,2023-06-11T12:51,20.14,6.2,6.2,0.0,21.0,21.0,44.3,273,3.8,6.0,80.399994,5.0,Sri Lanka,Weligama
2023-06-12,61,28.7,25.7,26.9,33.3,29.3,30.9,2023-06-12T00:24,2023-06-12T12:51,20.35,8.2,8.2,0.0,21.0,25.4,50.8,282,3.73,6.0,80.399994,5.0,Sri Lanka,Weligama
2023-06-13,61,28.9,25.6,26.8,33.8,28.7,30.5,2023-06-13T00:24,2023-06-13T12:52,20.06,8.0,8.0,0.0,20.0,23.1,50.8,278,3.78,6.0,80.399994,5.0,Sri Lanka,Weligama
2023-06-14,63,28.8,25.8,27.3,32.1,29.0,30.9,2023-06-14T00:24,2023-06-14T12:52,18.97,5.6,5.6,0.0,12.0,27.1,50.8,287,3.79,6.0,80.399994,5.0,Sri Lanka,Weligama
2023-06-15,51,29.0,26.9,27.7,34.0,31.0,31.7,2023-06-15T00:24,2023-06-15T12:52,17.4,2.2,2.2,0.0,13.0,23.3,43.2,278,3.62,6.0,80.399994,5.0,Sri Lanka,Weligama
2023-06-16,51,29.1,26.5,27.7,32.6,29.6,31.0,2023-06-16T00:24,2023-06-16T12:52,18.2,3.0,3.0,0.0,20.0,27.1,50.0,269,3.91,6.0,80.399994,5.0,Sri Lanka,Weligama
2023-06-17,53,28.8,26.1,27.1,32.3,29.0,30.3,2023-06-17T00:25,2023-06-17T12:53,17.95,6.2,6.2,0.0,24.0,26.1,47.9,269,3.68,6.0,80.399994,5.0,Sri Lanka,Weligama
